image_name,fen,view
game10_per_frame_dark_frame_004176.jpg,rnbqkbnr/pp2pppp/2p5/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR,white pieces closer to the camera
game10_per_frame_dark_frame_004480.jpg,rnbqkbnr/pp2pppp/2p5/8/3Pp3/2N5/PPP2PPP/R1BQKBNR,white pieces closer to the camera
game10_per_frame_dark_frame_004552.jpg,rnbqkbnr/pp2pppp/2p5/8/3PN3/8/PPP2PPP/R1BQKBNR,white pieces closer to the camera
game10_per_frame_dark_frame_004780.jpg,rnbqkb1r/pp2pppp/2p2n2/8/3PN3/8/PPP2PPP/R1BQKBNR,white pieces closer to the camera
game10_per_frame_dark_frame_004940.jpg,rnbqkb1r/pp2pppp/2p2N2/8/3P4/8/PPP2PPP/R1BQKBNR,white pieces closer to the camera
game10_per_frame_dark_frame_004980.jpg,rnbqkb1r/pp3ppp/2p2p2/8/3P4/8/PPP2PPP/R1BQKBNR,white pieces closer to the camera
game10_per_frame_dark_frame_005080.jpg,rnbqkb1r/pp3ppp/2p2p2/8/3P4/5N2/PPP2PPP/R1BQKB1R,white pieces closer to the camera
game10_per_frame_dark_frame_005588.jpg,rnbqk2r/pp3ppp/2pb1p2/8/3P4/5N2/PPP2PPP/R1BQKB1R,white pieces closer to the camera
game10_per_frame_dark_frame_005736.jpg,rnbqk2r/pp3ppp/2pb1p2/8/2BP4/5N2/PPP2PPP/R1BQK2R,white pieces closer to the camera
game10_per_frame_dark_frame_006344.jpg,rnbq1rk1/pp3ppp/2pb1p2/8/2BP4/5N2/PPP2PPP/R1BQK2R,white pieces closer to the camera
game10_per_frame_dark_frame_006416.jpg,rnbq1rk1/pp3ppp/2pb1p2/8/2BP4/5N2/PPP2PPP/R1BQ1RK1,white pieces closer to the camera
game10_per_frame_dark_frame_006804.jpg,rn1q1rk1/pp3ppp/2pb1p2/8/2BP2b1/5N2/PPP2PPP/R1BQ1RK1,white pieces closer to the camera
game10_per_frame_dark_frame_007632.jpg,rn1q1rk1/pp3ppp/2pb1p2/8/2BP2b1/5N1P/PPP2PP1/R1BQ1RK1,white pieces closer to the camera
game10_per_frame_dark_frame_007740.jpg,rn1q1rk1/pp3ppp/2pb1p2/8/2BP4/5b1P/PPP2PP1/R1BQ1RK1,white pieces closer to the camera
game10_per_frame_dark_frame_007848.jpg,rn1q1rk1/pp3ppp/2pb1p2/8/2BP4/5Q1P/PPP2PP1/R1B2RK1,white pieces closer to the camera
game10_per_frame_noisy_frame_003396.jpg,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,white pieces closer to the camera
game10_per_frame_noisy_frame_003604.jpg,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR,white pieces closer to the camera
game10_per_frame_noisy_frame_003632.jpg,rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR,white pieces closer to the camera
game10_per_frame_noisy_frame_003948.jpg,rnbqkbnr/pp1ppppp/2p5/8/4P3/2N5/PPPP1PPP/R1BQKBNR,white pieces closer to the camera
game10_per_frame_noisy_frame_004052.jpg,rnbqkbnr/pp2pppp/2p5/3p4/4P3/2N5/PPPP1PPP/R1BQKBNR,white pieces closer to the camera
game10_per_frame_noisy_frame_004176.jpg,rnbqkbnr/pp2pppp/2p5/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR,white pieces closer to the camera
game10_per_frame_noisy_frame_004480.jpg,rnbqkbnr/pp2pppp/2p5/8/3Pp3/2N5/PPP2PPP/R1BQKBNR,white pieces closer to the camera
game10_per_frame_noisy_frame_004552.jpg,rnbqkbnr/pp2pppp/2p5/8/3PN3/8/PPP2PPP/R1BQKBNR,white pieces closer to the camera
game10_per_frame_noisy_frame_004780.jpg,rnbqkb1r/pp2pppp/2p2n2/8/3PN3/8/PPP2PPP/R1BQKBNR,white pieces closer to the camera
game10_per_frame_noisy_frame_004940.jpg,rnbqkb1r/pp2pppp/2p2N2/8/3P4/8/PPP2PPP/R1BQKBNR,white pieces closer to the camera
game10_per_frame_noisy_frame_004980.jpg,rnbqkb1r/pp3ppp/2p2p2/8/3P4/8/PPP2PPP/R1BQKBNR,white pieces closer to the camera
game10_per_frame_noisy_frame_005080.jpg,rnbqkb1r/pp3ppp/2p2p2/8/3P4/5N2/PPP2PPP/R1BQKB1R,white pieces closer to the camera
game10_per_frame_noisy_frame_005588.jpg,rnbqk2r/pp3ppp/2pb1p2/8/3P4/5N2/PPP2PPP/R1BQKB1R,white pieces closer to the camera
game10_per_frame_noisy_frame_005736.jpg,rnbqk2r/pp3ppp/2pb1p2/8/2BP4/5N2/PPP2PPP/R1BQK2R,white pieces closer to the camera
game10_per_frame_noisy_frame_006344.jpg,rnbq1rk1/pp3ppp/2pb1p2/8/2BP4/5N2/PPP2PPP/R1BQK2R,white pieces closer to the camera
game10_per_frame_noisy_frame_006416.jpg,rnbq1rk1/pp3ppp/2pb1p2/8/2BP4/5N2/PPP2PPP/R1BQ1RK1,white pieces closer to the camera
game10_per_frame_noisy_frame_006804.jpg,rn1q1rk1/pp3ppp/2pb1p2/8/2BP2b1/5N2/PPP2PPP/R1BQ1RK1,white pieces closer to the camera
game10_per_frame_noisy_frame_007632.jpg,rn1q1rk1/pp3ppp/2pb1p2/8/2BP2b1/5N1P/PPP2PP1/R1BQ1RK1,white pieces closer to the camera
game10_per_frame_noisy_frame_007740.jpg,rn1q1rk1/pp3ppp/2pb1p2/8/2BP4/5b1P/PPP2PP1/R1BQ1RK1,white pieces closer to the camera
game10_per_frame_noisy_frame_007848.jpg,rn1q1rk1/pp3ppp/2pb1p2/8/2BP4/5Q1P/PPP2PP1/R1B2RK1,white pieces closer to the camera
game11_per_frame_frame_007428.jpg,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,white pieces closer to the camera
game11_per_frame_frame_012848.jpg,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR,white pieces closer to the camera
game11_per_frame_frame_012896.jpg,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR,white pieces closer to the camera
game11_per_frame_frame_012916.jpg,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R,white pieces closer to the camera
game11_per_frame_frame_012940.jpg,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R,white pieces closer to the camera
game11_per_frame_frame_012972.jpg,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_frame_013000.jpg,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_frame_013024.jpg,r1bqkb1r/pppp1ppp/2n2n2/4p1N1/2B1P3/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_frame_013044.jpg,r1bqkb1r/ppp2ppp/2n2n2/3pp1N1/2B1P3/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_frame_013068.jpg,r1bqkb1r/ppp2ppp/2n2n2/3Pp1N1/2B5/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_frame_013080.jpg,r1bqkb1r/ppp2ppp/5n2/n2Pp1N1/2B5/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_frame_013104.jpg,r1bqkb1r/ppp2ppp/5n2/nB1Pp1N1/8/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_frame_013176.jpg,r2qkb1r/pppb1ppp/5n2/nB1Pp1N1/8/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_frame_013524.jpg,r2qkb1r/pppB1ppp/5n2/n2Pp1N1/8/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_frame_013644.jpg,r3kb1r/pppq1ppp/5n2/n2Pp1N1/8/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_frame_013672.jpg,r3kb1r/pppq1ppp/5n2/n2Pp1N1/8/8/PPPP1PPP/RNBQ1RK1,white pieces closer to the camera
game11_per_frame_frame_014904.jpg,r3kb1r/ppp2ppp/5n2/n2qp1N1/8/8/PPPP1PPP/RNBQ1RK1,white pieces closer to the camera
game11_per_frame_frame_014944.jpg,r3kb1r/ppp2ppp/5n2/n2qp1N1/8/2N5/PPPP1PPP/R1BQ1RK1,white pieces closer to the camera
game11_per_frame_frame_014960.jpg,r3kb1r/ppp2ppp/3q1n2/n3p1N1/8/2N5/PPPP1PPP/R1BQ1RK1,white pieces closer to the camera
game11_per_frame_frame_015016.jpg,r3kb1r/ppp2ppp/3q1n2/n3p1N1/8/2N5/PPPP1PPP/R1BQR1K1,white pieces closer to the camera
game11_per_frame_frame_015304.jpg,2kr1b1r/ppp2ppp/3q1n2/n3p1N1/8/2N5/PPPP1PPP/R1BQR1K1,white pieces closer to the camera
game11_per_frame_frame_015352.jpg,2kr1b1r/ppp2ppp/3q1n2/n3p1N1/8/2N2Q2/PPPP1PPP/R1B1R1K1,white pieces closer to the camera
game11_per_frame_frame_015524.jpg,2kr1b1r/ppp2pp1/3q1n1p/n3p1N1/8/2N2Q2/PPPP1PPP/R1B1R1K1,white pieces closer to the camera
game11_per_frame_bright_frame_007428.jpg,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,white pieces closer to the camera
game11_per_frame_bright_frame_012848.jpg,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR,white pieces closer to the camera
game11_per_frame_bright_frame_012896.jpg,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR,white pieces closer to the camera
game11_per_frame_bright_frame_012916.jpg,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R,white pieces closer to the camera
game11_per_frame_bright_frame_012940.jpg,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R,white pieces closer to the camera
game11_per_frame_bright_frame_012972.jpg,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_bright_frame_013000.jpg,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_bright_frame_013024.jpg,r1bqkb1r/pppp1ppp/2n2n2/4p1N1/2B1P3/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_bright_frame_013044.jpg,r1bqkb1r/ppp2ppp/2n2n2/3pp1N1/2B1P3/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_bright_frame_013068.jpg,r1bqkb1r/ppp2ppp/2n2n2/3Pp1N1/2B5/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_bright_frame_013080.jpg,r1bqkb1r/ppp2ppp/5n2/n2Pp1N1/2B5/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_bright_frame_013104.jpg,r1bqkb1r/ppp2ppp/5n2/nB1Pp1N1/8/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_bright_frame_013176.jpg,r2qkb1r/pppb1ppp/5n2/nB1Pp1N1/8/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_bright_frame_013524.jpg,r2qkb1r/pppB1ppp/5n2/n2Pp1N1/8/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_bright_frame_013644.jpg,r3kb1r/pppq1ppp/5n2/n2Pp1N1/8/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_bright_frame_013672.jpg,r3kb1r/pppq1ppp/5n2/n2Pp1N1/8/8/PPPP1PPP/RNBQ1RK1,white pieces closer to the camera
game11_per_frame_bright_frame_014904.jpg,r3kb1r/ppp2ppp/5n2/n2qp1N1/8/8/PPPP1PPP/RNBQ1RK1,white pieces closer to the camera
game11_per_frame_bright_frame_014944.jpg,r3kb1r/ppp2ppp/5n2/n2qp1N1/8/2N5/PPPP1PPP/R1BQ1RK1,white pieces closer to the camera
game11_per_frame_bright_frame_014960.jpg,r3kb1r/ppp2ppp/3q1n2/n3p1N1/8/2N5/PPPP1PPP/R1BQ1RK1,white pieces closer to the camera
game11_per_frame_bright_frame_015016.jpg,r3kb1r/ppp2ppp/3q1n2/n3p1N1/8/2N5/PPPP1PPP/R1BQR1K1,white pieces closer to the camera
game11_per_frame_bright_frame_015304.jpg,2kr1b1r/ppp2ppp/3q1n2/n3p1N1/8/2N5/PPPP1PPP/R1BQR1K1,white pieces closer to the camera
game11_per_frame_bright_frame_015352.jpg,2kr1b1r/ppp2ppp/3q1n2/n3p1N1/8/2N2Q2/PPPP1PPP/R1B1R1K1,white pieces closer to the camera
game11_per_frame_bright_frame_015524.jpg,2kr1b1r/ppp2pp1/3q1n1p/n3p1N1/8/2N2Q2/PPPP1PPP/R1B1R1K1,white pieces closer to the camera
game11_per_frame_color_frame_007428.jpg,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,white pieces closer to the camera
game11_per_frame_color_frame_012848.jpg,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR,white pieces closer to the camera
game11_per_frame_color_frame_012896.jpg,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR,white pieces closer to the camera
game11_per_frame_color_frame_012916.jpg,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R,white pieces closer to the camera
game11_per_frame_color_frame_012940.jpg,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R,white pieces closer to the camera
game11_per_frame_color_frame_012972.jpg,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_color_frame_013000.jpg,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_color_frame_013024.jpg,r1bqkb1r/pppp1ppp/2n2n2/4p1N1/2B1P3/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_color_frame_013044.jpg,r1bqkb1r/ppp2ppp/2n2n2/3pp1N1/2B1P3/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_color_frame_013068.jpg,r1bqkb1r/ppp2ppp/2n2n2/3Pp1N1/2B5/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_color_frame_013080.jpg,r1bqkb1r/ppp2ppp/5n2/n2Pp1N1/2B5/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_color_frame_013104.jpg,r1bqkb1r/ppp2ppp/5n2/nB1Pp1N1/8/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_color_frame_013176.jpg,r2qkb1r/pppb1ppp/5n2/nB1Pp1N1/8/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_color_frame_013524.jpg,r2qkb1r/pppB1ppp/5n2/n2Pp1N1/8/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_color_frame_013644.jpg,r3kb1r/pppq1ppp/5n2/n2Pp1N1/8/8/PPPP1PPP/RNBQK2R,white pieces closer to the camera
game11_per_frame_color_frame_013672.jpg,r3kb1r/pppq1ppp/5n2/n2Pp1N1/8/8/PPPP1PPP/RNBQ1RK1,white pieces closer to the camera
game11_per_frame_color_frame_014904.jpg,r3kb1r/ppp2ppp/5n2/n2qp1N1/8/8/PPPP1PPP/RNBQ1RK1,white pieces closer to the camera
game11_per_frame_color_frame_014944.jpg,r3kb1r/ppp2ppp/5n2/n2qp1N1/8/2N5/PPPP1PPP/R1BQ1RK1,white pieces closer to the camera
game11_per_frame_color_frame_014960.jpg,r3kb1r/ppp2ppp/3q1n2/n3p1N1/8/2N5/PPPP1PPP/R1BQ1RK1,white pieces closer to the camera
game11_per_frame_color_frame_015016.jpg,r3kb1r/ppp2ppp/3q1n2/n3p1N1/8/2N5/PPPP1PPP/R1BQR1K1,white pieces closer to the camera
game11_per_frame_color_frame_015304.jpg,2kr1b1r/ppp2ppp/3q1n2/n3p1N1/8/2N5/PPPP1PPP/R1BQR1K1,white pieces closer to the camera
game11_per_frame_color_frame_015352.jpg,2kr1b1r/ppp2ppp/3q1n2/n3p1N1/8/2N2Q2/PPPP1PPP/R1B1R1K1,white pieces closer to the camera
game11_per_frame_color_frame_015524.jpg,2kr1b1r/ppp2pp1/3q1n1p/n3p1N1/8/2N2Q2/PPPP1PPP/R1B1R1K1,white pieces closer to the camera
game11_per_frame_dark_frame_007428.jpg,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,white pieces closer to the camera
game11_per_frame_dark_frame_012848.jpg,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR,white pieces closer to the camera
game11_per_frame_dark_frame_012896.jpg,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR,white pieces closer to the camera
